"zone","lga","sector","ea","hhid","indiv","s1q2","s1q3","s1q3_os","s1q4","s1q5","s1q6","s1q7_day","s1q7_month","s1q7_year","s1q8","s1q9","s1q10","s1q11a","s1q11b","s1q11c","s1q11d","s1q12","s1q13","s1q13b","s1q13c","s1q13c_os","s1q14","s1q15","s1q16m","s1q16y","s1q17","s1q18","s1q18b","s1q19","s1q20","s1q21","s1q22","s1q23","s1q24","s1q25","s1q26","s1q27","s1q28","s1q29","s1q30m","s1q30y","s1q31","s1q32a","s1q32b","s1q32c","s1q32d","s1q34"
4,111,1,1146,10035,3,1,3,,1,,30,16,6,1985,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10035,4,2,3,,1,,27,28,9,1987,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10035,5,1,3,,1,,24,29,9,1990,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10035,6,1,3,,1,,23,2,1,1992,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10036,1,1,1,,1,,62,12,7,1953,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10036,2,2,2,,1,,54,25,4,1961,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10036,3,2,3,,1,,30,18,3,1985,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10036,4,2,3,,1,,21,5,8,1994,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10036,5,2,3,,1,,22,25,2,1993,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10036,6,2,3,,1,,32,17,6,1983,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10036,7,1,3,,1,,24,23,8,1991,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10037,1,2,1,,1,,67,6,9,1947,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10037,2,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,2011,1,"OSISIOMA",111,"ABIA",1,
4,111,1,1146,10037,3,1,3,,1,,29,14,5,1986,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10037,4,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,2013,1,"YENAGOA",608,"BAYELSA",6,
4,111,1,1146,10037,5,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,2012,,,,,,
4,111,1,1146,10038,1,1,1,,1,,55,16,9,1959,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10038,2,2,2,,1,,40,23,7,1975,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10038,3,2,3,,1,,14,15,3,2001,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10038,4,1,3,,1,,12,20,10,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10038,5,1,3,,1,,11,27,2,2004,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10038,6,1,3,,1,,9,6,2,2006,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10038,7,1,3,,1,,7,13,6,2008,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10038,8,1,3,,1,,4,27,3,2011,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10038,9,2,3,,1,,0,10,7,2015,7,,,,,,,,,,,,2,,7,2015,1,1,,1,1,,,,1,2,,,,,,,,,,,,
4,410,2,0,10039,1,1,1,,1,,87,,,1928,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,410,2,0,10039,2,2,2,,1,,68,,4,1947,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,410,2,0,10039,3,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2014,1,"ABA NORTH",101,"ABIA",1,
4,410,2,0,10039,4,1,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,2014,1,"EKWUSIGO",409,"ANAMBRA",4,
4,410,2,0,10039,5,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,2014,1,"EKWUSIGO",409,"ANAMBRA",4,
4,410,2,0,10039,6,1,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,2014,1,"EKWUSIGO",409,"ANAMBRA",4,
4,410,2,0,10039,7,1,6,,1,,13,,,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10040,1,1,1,,1,,36,27,2,1979,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,111,1,1146,10040,2,1,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,2012,1,"ABA SOUTH",102,"ABIA",1,
4,102,1,536,10041,1,1,14,"FORMER HEAD (DEAD)",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,2011,,,,,,
4,102,1,536,10041,2,2,1,,1,,75,,,1940,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10041,3,2,3,,1,,39,17,3,1976,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10041,4,2,3,,1,,30,24,7,1985,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10041,5,1,3,,1,,28,2,9,1987,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10041,6,2,3,,1,,25,16,12,1989,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10041,7,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,2012,1,"LAGOS",2420,"LAGOS",24,
4,102,1,536,10041,8,1,3,,1,,21,5,10,1993,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
6,2418,1,0,10042,1,1,1,,1,,35,1,10,1980,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
6,2418,1,0,10042,2,2,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,2013,1,"OWERRI N/W",,"IMO STATE",16,
6,2418,1,0,10042,3,1,7,,1,,33,,8,1982,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
6,2418,1,0,10042,4,1,7,,1,,29,,2,1986,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10043,1,1,1,,1,,60,24,12,1954,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10043,2,2,2,,1,,50,18,6,1965,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10043,3,2,3,,1,,26,25,9,1988,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10043,4,1,3,,1,,25,7,7,1990,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10043,5,2,3,,1,,23,13,8,1992,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10043,6,1,3,,1,,21,21,4,1994,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10044,1,1,1,,1,,48,15,9,1967,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10044,2,2,2,,1,,40,19,6,1975,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10044,3,2,3,,1,,10,27,8,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10044,4,2,3,,1,,8,9,4,2007,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10044,5,2,3,,1,,6,2,2,2009,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10044,6,1,3,,1,,4,11,1,2011,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10044,7,2,3,,1,,2,24,1,2013,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10045,1,1,1,,1,,63,12,5,1952,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10045,2,2,2,,1,,55,21,2,1960,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10045,3,2,3,,1,,28,30,8,1987,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10045,4,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,2013,1,"IKEJA",2411,"LAGOS",24,
4,102,1,536,10045,5,2,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,2012,1,"CALABAR MUNICIPAL",908,"CROSS RIVER",9,
4,102,1,536,10045,6,2,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,2012,1,"CALABAR  MUNICIPAL",908,"CROSS RIVER",9,
4,102,1,536,10046,1,1,1,,1,,47,23,3,1968,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10046,2,2,2,,1,,45,8,8,1970,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10046,3,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,2013,,,,,,
4,102,1,536,10046,4,2,10,,1,,70,14,7,1945,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10046,5,1,9,,1,,18,26,4,1997,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10046,6,1,7,,1,,7,3,10,2008,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10047,1,1,14,"FORMER HEAD (DEAD)",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,2011,,,,,,
4,102,1,536,10047,2,2,1,,1,,56,,,1959,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10047,3,1,3,,1,,35,15,5,1980,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10047,4,2,3,,1,,29,21,8,1986,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10047,5,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,2014,1,"ABA NORTH",101,"ABIA STATE",1,
4,102,1,536,10047,6,1,3,,1,,27,18,5,1988,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10047,7,2,3,,1,,25,21,3,1990,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10047,8,2,3,,1,,23,1,1,1992,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10047,9,1,3,,1,,32,11,7,1983,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10048,1,1,1,,1,,56,12,4,1959,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10048,2,2,2,,1,,52,21,1,1963,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10048,3,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,2014,1,"ABA SOUTH",102,"ABIA",1,
4,102,1,536,10048,4,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,2015,1,"ABA SOUTH",102,"ABIA",1,
4,102,1,536,10048,5,1,3,,1,,25,30,7,1990,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10048,6,1,3,,1,,21,14,2,1994,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10048,7,2,3,,1,,18,17,5,1997,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10048,8,1,3,,1,,14,14,12,2000,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10049,1,1,1,,1,,51,29,4,1964,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,536,10050,1,2,1,,1,,49,31,9,1965,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10051,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,2011,1,"OYIGBO",3221,"RIVERS",32,
4,102,1,1690,10051,2,1,1,,1,,35,25,4,1980,1,,,,,,,1,3,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10051,3,2,2,,1,,31,28,1,1984,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10051,4,1,3,,1,,3,25,7,2012,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10051,5,1,3,,1,,0,12,9,2014,7,,,,,,,,,,,,2,,9,2014,1,1,,1,2,,,,1,3,,,,,,,,,,,,
4,102,1,1690,10052,1,1,1,,1,,51,22,3,1964,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10052,2,2,2,,1,,35,17,7,1980,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10052,3,1,3,,1,,14,14,8,2001,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10052,4,1,3,,1,,9,1,11,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10052,5,2,3,,1,,6,7,9,2009,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10052,6,2,3,,1,,2,10,3,2013,7,,,,,,,,,,,,2,,3,2013,1,1,,1,1,,,,1,2,,,,,,,,,,,,
4,102,1,1690,10053,1,1,1,,1,,83,5,9,1932,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10053,2,2,2,,1,,56,23,4,1959,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10053,3,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,2012,1,"ARONDIZUOGU IDEATO NORTH",1605,"IMO",16,
4,102,1,1690,10054,1,1,1,,1,,61,4,7,1954,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10054,2,2,2,,1,,54,2,11,1960,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10054,3,2,3,,1,,27,27,5,1988,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10054,4,2,3,,1,,24,15,10,1990,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10054,5,2,3,,1,,20,8,7,1995,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10055,1,1,1,,1,,61,20,7,1954,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10055,2,2,2,,1,,51,15,5,1964,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10055,3,1,3,,1,,24,13,3,1991,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10055,4,2,8,,1,,25,,,1990,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10055,5,2,3,,1,,22,4,1,1993,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10056,1,2,1,,1,,70,,,1945,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10056,2,2,3,,1,,37,14,9,1977,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10056,3,2,3,,1,,40,17,5,1975,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10057,1,1,1,,1,,65,14,6,1950,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10057,2,2,2,,1,,46,23,4,1969,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10057,3,1,3,,1,,19,22,8,1996,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10057,4,1,3,,1,,17,16,3,1998,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10057,5,2,3,,1,,14,29,10,2000,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10057,6,2,3,,1,,13,15,8,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10058,1,1,1,,1,,72,14,2,1943,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10058,2,2,2,,1,,68,21,7,1947,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10058,3,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,2015,1,"ABA SOUTH",102,"ABIA",1,
4,102,1,1690,10058,4,2,3,,1,,31,5,3,1984,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10058,5,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,2014,1,"ABA SOUTH",102,"ABIA",1,
4,102,1,1690,10058,6,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,2013,1,"SURULERE",2420,"LAGOS",24,
4,102,1,1690,10059,1,1,1,,1,,22,21,4,1993,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10059,2,2,7,,1,,25,30,1,1990,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10059,3,1,7,,1,,20,14,7,1995,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10060,1,1,1,,1,,51,15,8,1964,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10060,2,2,2,,1,,42,5,5,1973,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10060,3,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,2014,1,"IDEATO",1606,"IMO",16,
4,102,1,1690,10060,4,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,2013,1,"ONITSHA NORTH",417,"ANAMBRA",4,
4,102,1,1690,10060,5,1,3,,1,,7,29,10,2007,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,1690,10060,6,1,3,,1,,2,28,9,2012,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10061,1,1,1,,1,,41,20,8,1974,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10061,2,2,2,,1,,34,19,12,1980,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10061,3,2,3,,1,,12,1,10,2002,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10061,4,1,3,,1,,11,6,6,2004,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10061,5,2,3,,1,,10,5,5,2005,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10061,6,2,3,,1,,7,14,4,2008,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10061,7,2,3,,1,,5,10,4,2010,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10061,8,1,3,,1,,3,,,2012,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10062,1,2,1,,1,,66,,2,1949,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10062,2,2,3,,1,,24,20,5,1991,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10062,3,2,3,,1,,38,,6,1977,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10063,1,1,1,,1,,80,14,2,1935,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10063,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,2012,,,,,,
4,107,2,1044,10063,3,1,3,,1,,35,14,7,1980,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10063,4,1,3,,1,,22,5,2,1993,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10063,5,1,3,,1,,20,18,2,1995,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10064,1,1,1,,1,,69,31,7,1946,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10064,2,2,2,,1,,52,14,5,1963,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10064,3,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,2014,1,"PORT HARCOURT",3222,"RIVER",32,
4,107,2,1044,10064,4,1,3,,1,,16,24,5,1999,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10064,5,2,3,,1,,14,16,2,2001,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10064,6,1,3,,1,,9,27,4,2006,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10064,7,1,6,,1,,4,6,6,2011,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,0,10065,1,1,14,"FORMER HEAD (DEAD)",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,2014,,,,,,
4,102,1,0,10065,2,2,1,,1,,51,19,4,1964,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,0,10065,3,2,3,,1,,22,2,9,1993,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,0,10065,4,2,3,,1,,20,29,6,1995,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,0,10065,5,2,3,,1,,17,19,4,1998,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,102,1,0,10065,6,2,3,,1,,15,27,5,2000,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10066,1,1,1,,1,,75,5,8,1940,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10066,2,2,2,,1,,49,24,9,1965,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10066,3,2,3,,1,,26,7,5,1989,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10066,4,2,3,,1,,23,3,3,1992,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10066,5,2,3,,1,,20,25,9,1994,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10066,6,1,3,,1,,20,25,9,1994,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10067,1,1,1,,1,,70,5,8,1945,1,,,,,,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10067,2,2,2,,1,,51,15,5,1964,1,,,,,,,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10067,3,2,3,,1,,23,7,11,1991,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10067,4,1,3,,1,,22,1,8,1993,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10067,5,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,2014,,,,,,
4,107,2,1044,10067,6,1,3,,1,,15,21,10,1999,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10068,1,1,14,"FORMER HEAD (DEAD)",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,2011,,,,,,
4,107,2,1044,10068,2,2,1,,1,,55,10,11,1959,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10068,3,1,3,,1,,25,5,9,1989,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10068,4,1,7,,1,,23,15,4,1992,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10068,5,2,12,,1,,21,30,11,1993,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10069,1,2,1,,1,,88,18,8,1927,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,107,2,1044,10069,2,1,3,,1,,60,25,3,1955,1,,,,,,,1,9,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
